Elevation,avg_hillshade,Soil_Type,Area,Forest_Cover
3088.0,189.0,Soil_Type31,Comanche Peak,Spruce/Fir
3142.0,226.5,Soil_Type29,Rawah,Spruce/Fir
2918.0,154.0,Soil_Type13,Comanche Peak,Lodgepole Pine
2975.0,217.5,Soil_Type12,Rawah,Lodgepole Pine
2690.0,188.0,Soil_Type4,Comanche Peak,Lodgepole Pine
2909.0,162.5,Soil_Type33,Comanche Peak,Spruce/Fir
2972.0,237.5,Soil_Type29,Rawah,Lodgepole Pine
3084.0,242.0,Soil_Type23,Rawah,Spruce/Fir
3138.0,211.66666666666666,Soil_Type23,Comanche Peak,Spruce/Fir
2145.0,168.0,Soil_Type10,Cache la Poudre,Ponderosa Pine
2537.0,210.5,Soil_Type10,Cache la Poudre,Lodgepole Pine
3252.0,202.66666666666666,Soil_Type22,Rawah,Spruce/Fir
3435.0,218.0,Soil_Type33,Comanche Peak,Krummholz
3385.0,186.0,Soil_Type32,Comanche Peak,Spruce/Fir
3123.0,188.5,Soil_Type32,Comanche Peak,Lodgepole Pine
2893.0,196.66666666666666,Soil_Type23,Rawah,Spruce/Fir
3420.0,182.5,Soil_Type38,Neota,Krummholz
2478.0,202.33333333333334,Soil_Type10,Cache la Poudre,Ponderosa Pine
2344.0,164.33333333333334,Soil_Type10,Cache la Poudre,Ponderosa Pine
3277.0,155.0,Soil_Type29,Rawah,Spruce/Fir
3047.0,186.33333333333334,Soil_Type33,Comanche Peak,Lodgepole Pine
2973.0,221.0,Soil_Type23,Comanche Peak,Spruce/Fir
2945.0,199.0,Soil_Type29,Rawah,Lodgepole Pine
2908.0,168.5,Soil_Type33,Comanche Peak,Spruce/Fir
2638.0,204.33333333333334,Soil_Type3,Comanche Peak,Lodgepole Pine
3069.0,213.0,Soil_Type33,Comanche Peak,Spruce/Fir
2914.0,235.0,Soil_Type13,Comanche Peak,Lodgepole Pine
3085.0,193.5,Soil_Type23,Rawah,Spruce/Fir
2871.0,236.5,Soil_Type33,Comanche Peak,Lodgepole Pine
3177.0,202.33333333333334,Soil_Type23,Rawah,Spruce/Fir
2855.0,182.0,Soil_Type24,Comanche Peak,Lodgepole Pine
2608.0,119.5,Soil_Type4,Comanche Peak,Ponderosa Pine
2798.0,183.66666666666666,Soil_Type10,Comanche Peak,Spruce/Fir
2720.0,230.0,Soil_Type26,Comanche Peak,Lodgepole Pine
2113.0,164.33333333333334,Soil_Type10,Cache la Poudre,Douglas-fir
3221.0,214.0,Soil_Type23,Rawah,Spruce/Fir
2632.0,203.0,Soil_Type17,Comanche Peak,Aspen
2737.0,190.0,Soil_Type3,Comanche Peak,Lodgepole Pine
3339.0,224.0,Soil_Type39,Rawah,Krummholz
2924.0,229.5,Soil_Type29,Rawah,Spruce/Fir
2866.0,222.0,Soil_Type12,Rawah,Lodgepole Pine
3350.0,211.66666666666666,Soil_Type39,Rawah,Spruce/Fir
2665.0,144.0,Soil_Type24,Comanche Peak,Lodgepole Pine
3128.0,228.5,Soil_Type29,Rawah,Spruce/Fir
6704.0,191.5,Soil_Type23,Rawah,Spruce/Fir
3142.0,204.0,Soil_Type29,Rawah,Lodgepole Pine
2925.0,196.33333333333334,Soil_Type24,Comanche Peak,Spruce/Fir
3164.0,208.0,Soil_Type23,Rawah,Spruce/Fir
2917.0,237.5,Soil_Type13,Comanche Peak,Lodgepole Pine
2397.0,239.0,Soil_Type6,Cache la Poudre,Cottonwood/Willow
2854.0,222.0,Soil_Type33,Comanche Peak,Spruce/Fir
3004.0,191.0,Soil_Type12,Rawah,Lodgepole Pine
3068.0,206.5,Soil_Type23,Comanche Peak,Spruce/Fir
2543.0,140.0,Soil_Type16,Rawah,Lodgepole Pine
3255.0,233.0,Soil_Type22,Rawah,Spruce/Fir
3195.0,201.66666666666666,Soil_Type29,Rawah,Spruce/Fir
3199.0,184.0,Soil_Type22,Rawah,Spruce/Fir
3014.0,241.0,Soil_Type29,Rawah,Lodgepole Pine
2291.0,96.5,Soil_Type10,Cache la Poudre,Cottonwood/Willow
3082.0,204.0,Soil_Type22,Neota,Spruce/Fir
3276.0,197.66666666666666,Soil_Type24,Neota,Lodgepole Pine
2751.0,191.5,Soil_Type12,Rawah,Lodgepole Pine
3067.0,182.0,Soil_Type29,Rawah,Spruce/Fir
2718.0,227.5,Soil_Type12,Rawah,Lodgepole Pine
3211.0,215.5,Soil_Type22,Comanche Peak,Spruce/Fir
3334.0,234.0,Soil_Type32,Comanche Peak,Spruce/Fir
2698.0,172.66666666666666,Soil_Type23,Rawah,Lodgepole Pine
2773.0,182.0,Soil_Type29,Rawah,Lodgepole Pine
2953.0,196.33333333333334,Soil_Type32,Comanche Peak,Spruce/Fir
2959.0,186.5,Soil_Type12,Rawah,Lodgepole Pine
2947.0,197.0,Soil_Type23,Rawah,Spruce/Fir
2790.0,172.0,Soil_Type11,Comanche Peak,Lodgepole Pine
2436.0,145.0,Soil_Type2,Comanche Peak,Douglas-fir
2859.0,225.0,Soil_Type29,Rawah,Lodgepole Pine
2737.0,190.33333333333334,Soil_Type13,Comanche Peak,Lodgepole Pine
2428.0,180.0,Soil_Type10,Cache la Poudre,Douglas-fir
2444.0,150.33333333333334,Soil_Type4,Comanche Peak,Ponderosa Pine
3120.0,188.0,Soil_Type33,Comanche Peak,Lodgepole Pine
2789.0,210.33333333333334,Soil_Type12,Rawah,Lodgepole Pine
3066.0,237.5,Soil_Type22,Comanche Peak,Lodgepole Pine
2905.0,175.33333333333334,Soil_Type10,Comanche Peak,Lodgepole Pine
2808.0,187.5,Soil_Type12,Rawah,Lodgepole Pine
2175.0,187.0,Soil_Type10,Cache la Poudre,Ponderosa Pine
3258.0,193.0,Soil_Type29,Rawah,Spruce/Fir
2603.0,200.66666666666666,Soil_Type9,Rawah,Lodgepole Pine
2645.0,223.5,Soil_Type11,Comanche Peak,Lodgepole Pine
3074.0,203.5,Soil_Type23,Comanche Peak,Lodgepole Pine
2877.0,189.33333333333334,Soil_Type31,Comanche Peak,Lodgepole Pine
3286.0,207.66666666666666,Soil_Type38,Comanche Peak,Spruce/Fir
2632.0,205.5,Soil_Type9,Rawah,Lodgepole Pine
3150.0,210.66666666666666,Soil_Type30,Rawah,Spruce/Fir
3090.0,210.33333333333334,Soil_Type23,Comanche Peak,Spruce/Fir
3060.0,203.66666666666666,Soil_Type22,Rawah,Spruce/Fir
3213.0,211.0,Soil_Type29,Rawah,Lodgepole Pine
3319.0,184.33333333333334,Soil_Type31,Comanche Peak,Spruce/Fir
2988.0,193.0,Soil_Type29,Rawah,Lodgepole Pine
3115.0,174.0,Soil_Type24,Comanche Peak,Lodgepole Pine
2379.0,159.33333333333334,Soil_Type3,Cache la Poudre,Ponderosa Pine
2192.0,186.0,Soil_Type2,Cache la Poudre,Ponderosa Pine
2764.0,213.5,Soil_Type10,Comanche Peak,Lodgepole Pine
3490.0,185.33333333333334,Soil_Type39,Neota,Krummholz
3100.0,184.0,Soil_Type32,Comanche Peak,Lodgepole Pine
2334.0,163.0,Soil_Type10,Comanche Peak,Lodgepole Pine
3098.0,211.5,Soil_Type32,Comanche Peak,Spruce/Fir
2889.0,196.66666666666666,Soil_Type29,Rawah,Lodgepole Pine
3239.0,99.0,Soil_Type22,Neota,Spruce/Fir
2950.0,211.33333333333334,Soil_Type4,Comanche Peak,Aspen
2830.0,191.0,Soil_Type29,Rawah,Lodgepole Pine
2827.0,187.33333333333334,Soil_Type12,Rawah,Lodgepole Pine
2290.0,139.5,Soil_Type10,Cache la Poudre,Ponderosa Pine
2633.0,238.5,Soil_Type30,Rawah,Lodgepole Pine
2825.0,215.0,Soil_Type32,Comanche Peak,Lodgepole Pine
2992.0,183.66666666666666,Soil_Type33,Comanche Peak,Spruce/Fir
2315.0,184.33333333333334,Soil_Type3,Cache la Poudre,Ponderosa Pine
2423.0,166.33333333333334,Soil_Type1,Cache la Poudre,Ponderosa Pine
2736.0,224.5,Soil_Type4,Comanche Peak,Lodgepole Pine
2950.0,182.66666666666666,Soil_Type32,Comanche Peak,Lodgepole Pine
2358.0,191.0,Soil_Type10,Cache la Poudre,Douglas-fir
3201.0,220.0,Soil_Type32,Comanche Peak,Spruce/Fir
2525.0,172.0,Soil_Type20,Comanche Peak,Douglas-fir
2572.0,208.0,Soil_Type3,Comanche Peak,Lodgepole Pine
3167.0,166.5,Soil_Type22,Comanche Peak,Spruce/Fir
2745.0,173.5,Soil_Type29,Rawah,Lodgepole Pine
3092.0,194.0,Soil_Type32,Comanche Peak,Lodgepole Pine
2440.0,240.0,Soil_Type10,Cache la Poudre,Ponderosa Pine
3222.0,236.0,Soil_Type31,Comanche Peak,Spruce/Fir
2791.0,224.5,Soil_Type13,Comanche Peak,Lodgepole Pine
3119.0,185.5,Soil_Type22,Rawah,Spruce/Fir
2591.0,122.5,Soil_Type3,Comanche Peak,Ponderosa Pine
3089.0,212.0,Soil_Type32,Comanche Peak,Lodgepole Pine
3203.0,201.0,Soil_Type22,Rawah,Spruce/Fir
3120.0,181.0,Soil_Type32,Comanche Peak,Spruce/Fir
3170.0,230.0,Soil_Type32,Neota,Lodgepole Pine
2278.0,178.5,Soil_Type10,Cache la Poudre,Ponderosa Pine
2978.0,216.0,Soil_Type13,Comanche Peak,Lodgepole Pine
3314.0,176.5,Soil_Type38,Comanche Peak,Krummholz
3212.0,197.33333333333334,Soil_Type22,Rawah,Spruce/Fir
2572.0,228.0,Soil_Type11,Comanche Peak,Lodgepole Pine
2575.0,233.5,Soil_Type30,Rawah,Lodgepole Pine
2644.0,202.66666666666666,Soil_Type33,Comanche Peak,Spruce/Fir
3004.0,190.5,Soil_Type29,Rawah,Lodgepole Pine
3262.0,185.5,Soil_Type39,Rawah,Spruce/Fir
3283.0,204.0,Soil_Type40,Rawah,Spruce/Fir
2044.0,182.5,Soil_Type5,Cache la Poudre,Ponderosa Pine
3263.0,230.0,Soil_Type32,Comanche Peak,Spruce/Fir
3098.0,172.0,Soil_Type23,Rawah,Spruce/Fir
3146.0,235.0,Soil_Type32,Comanche Peak,Lodgepole Pine
2668.0,186.5,Soil_Type10,Comanche Peak,Douglas-fir
2913.0,237.0,Soil_Type13,Comanche Peak,Aspen
2928.0,189.0,Soil_Type29,Rawah,Lodgepole Pine
3120.0,203.33333333333334,Soil_Type13,Comanche Peak,Lodgepole Pine
3295.0,214.0,Soil_Type24,Comanche Peak,Spruce/Fir
2611.0,158.5,Soil_Type11,Comanche Peak,Lodgepole Pine
3209.0,194.5,Soil_Type19,Rawah,Spruce/Fir
2607.0,209.66666666666666,Soil_Type2,Comanche Peak,Ponderosa Pine
3058.0,170.0,Soil_Type31,Comanche Peak,Spruce/Fir
2522.0,253.0,Soil_Type1,Cache la Poudre,Ponderosa Pine
2261.0,178.66666666666666,Soil_Type10,Cache la Poudre,Ponderosa Pine
3081.0,212.33333333333334,Soil_Type32,Comanche Peak,Lodgepole Pine
3048.0,202.66666666666666,Soil_Type23,Rawah,Spruce/Fir
2431.0,234.0,Soil_Type4,Comanche Peak,Douglas-fir
3141.0,173.0,Soil_Type29,Rawah,Lodgepole Pine
3010.0,193.33333333333334,Soil_Type23,Rawah,Spruce/Fir
3393.0,189.5,Soil_Type32,Comanche Peak,Spruce/Fir
2979.0,187.33333333333334,Soil_Type32,Comanche Peak,Lodgepole Pine
3107.0,183.0,Soil_Type30,Rawah,Spruce/Fir
3004.0,192.0,Soil_Type32,Comanche Peak,Lodgepole Pine
3054.0,216.0,Soil_Type29,Rawah,Spruce/Fir
3059.0,176.33333333333334,Soil_Type24,Comanche Peak,Spruce/Fir
2949.0,211.0,Soil_Type29,Rawah,Lodgepole Pine
2598.0,179.0,Soil_Type9,Rawah,Lodgepole Pine
3358.0,210.0,Soil_Type32,Comanche Peak,Spruce/Fir
3185.0,196.0,Soil_Type29,Rawah,Spruce/Fir
2702.0,58.0,Soil_Type10,Comanche Peak,Lodgepole Pine
2901.0,209.0,Soil_Type22,Rawah,Spruce/Fir
3116.0,237.0,Soil_Type29,Rawah,Lodgepole Pine
3047.0,219.5,Soil_Type32,Comanche Peak,Spruce/Fir
2584.0,195.5,Soil_Type3,Comanche Peak,Ponderosa Pine
3150.0,180.0,Soil_Type24,Comanche Peak,Lodgepole Pine
2476.0,209.66666666666666,Soil_Type4,Comanche Peak,Ponderosa Pine
2598.0,197.66666666666666,Soil_Type11,Comanche Peak,Spruce/Fir
2875.0,211.66666666666666,Soil_Type31,Comanche Peak,Aspen
2323.0,203.0,Soil_Type5,Cache la Poudre,Douglas-fir
2242.0,179.0,Soil_Type6,Cache la Poudre,Ponderosa Pine
2501.0,191.5,Soil_Type10,Cache la Poudre,Ponderosa Pine
2987.0,230.0,Soil_Type30,Rawah,Lodgepole Pine
2662.0,155.5,Soil_Type30,Rawah,Lodgepole Pine
2923.0,190.0,Soil_Type23,Comanche Peak,Lodgepole Pine
2804.0,167.66666666666666,Soil_Type10,Comanche Peak,Spruce/Fir
2518.0,188.66666666666666,Soil_Type10,Comanche Peak,Douglas-fir
2626.0,157.0,Soil_Type11,Comanche Peak,Lodgepole Pine
3103.0,239.0,Soil_Type23,Rawah,Spruce/Fir
2801.0,146.33333333333334,Soil_Type13,Comanche Peak,Lodgepole Pine
3051.0,187.66666666666666,Soil_Type31,Comanche Peak,Spruce/Fir
2989.0,205.5,Soil_Type32,Comanche Peak,Lodgepole Pine
2613.0,186.5,Soil_Type2,Comanche Peak,Ponderosa Pine
3056.0,183.33333333333334,Soil_Type24,Comanche Peak,Spruce/Fir
3019.0,178.0,Soil_Type32,Comanche Peak,Lodgepole Pine
2339.0,224.5,Soil_Type10,Cache la Poudre,Douglas-fir
2913.0,210.5,Soil_Type29,Rawah,Spruce/Fir
3146.0,207.5,Soil_Type29,Rawah,Spruce/Fir
2991.0,190.0,Soil_Type31,Comanche Peak,Lodgepole Pine
2746.0,157.33333333333334,Soil_Type24,Comanche Peak,Lodgepole Pine
2904.0,158.5,Soil_Type10,Comanche Peak,Lodgepole Pine
3262.0,174.0,Soil_Type31,Comanche Peak,Spruce/Fir
3142.0,190.33333333333334,Soil_Type23,Rawah,Spruce/Fir
3383.0,187.0,Soil_Type38,Comanche Peak,Krummholz
2752.0,201.0,Soil_Type10,Comanche Peak,Lodgepole Pine
3375.0,163.5,Soil_Type38,Neota,Krummholz
3024.0,194.0,Soil_Type29,Rawah,Lodgepole Pine
2675.0,190.0,Soil_Type29,Rawah,Lodgepole Pine
6704.0,189.5,Soil_Type23,Rawah,Lodgepole Pine
2815.0,171.66666666666666,Soil_Type13,Comanche Peak,Lodgepole Pine
3222.0,179.0,Soil_Type32,Comanche Peak,Lodgepole Pine
2906.0,220.5,Soil_Type29,Rawah,Lodgepole Pine
3195.0,192.5,Soil_Type23,Rawah,Lodgepole Pine
2558.0,204.0,Soil_Type30,Rawah,Lodgepole Pine
2466.0,203.0,Soil_Type10,Cache la Poudre,Douglas-fir
3221.0,166.0,Soil_Type39,Rawah,Spruce/Fir
2508.0,213.0,Soil_Type4,Comanche Peak,Ponderosa Pine
3067.0,199.33333333333334,Soil_Type22,Comanche Peak,Spruce/Fir
3301.0,219.0,Soil_Type32,Neota,Spruce/Fir
2932.0,191.0,Soil_Type23,Rawah,Spruce/Fir
2975.0,182.5,Soil_Type29,Rawah,Lodgepole Pine
3191.0,196.66666666666666,Soil_Type23,Neota,Spruce/Fir
2600.0,174.66666666666666,Soil_Type10,Comanche Peak,Lodgepole Pine
2505.0,198.33333333333334,Soil_Type18,Rawah,Lodgepole Pine
2302.0,182.33333333333334,Soil_Type5,Cache la Poudre,Ponderosa Pine
2614.0,232.0,Soil_Type2,Comanche Peak,Ponderosa Pine
2458.0,181.0,Soil_Type10,Cache la Poudre,Lodgepole Pine
3315.0,178.0,Soil_Type32,Neota,Spruce/Fir
2614.0,199.66666666666666,Soil_Type11,Comanche Peak,Lodgepole Pine
2368.0,211.5,Soil_Type10,Cache la Poudre,Ponderosa Pine
3121.0,204.0,Soil_Type22,Neota,Spruce/Fir
2956.0,195.66666666666666,Soil_Type33,Comanche Peak,Lodgepole Pine
3199.0,207.66666666666666,Soil_Type22,Rawah,Lodgepole Pine
3220.0,216.5,Soil_Type33,Neota,Spruce/Fir
2932.0,182.0,Soil_Type12,Rawah,Lodgepole Pine
2908.0,154.0,Soil_Type29,Rawah,Spruce/Fir
3141.0,187.5,Soil_Type32,Comanche Peak,Lodgepole Pine
3153.0,182.0,Soil_Type33,Comanche Peak,Spruce/Fir
3019.0,202.33333333333334,Soil_Type31,Comanche Peak,Lodgepole Pine
3140.0,161.66666666666666,Soil_Type32,Comanche Peak,Spruce/Fir
3164.0,189.66666666666666,Soil_Type23,Neota,Spruce/Fir
2930.0,195.66666666666666,Soil_Type23,Rawah,Lodgepole Pine
2591.0,172.0,Soil_Type2,Comanche Peak,Ponderosa Pine
3126.0,166.0,Soil_Type29,Rawah,Lodgepole Pine
2374.0,208.0,Soil_Type2,Cache la Poudre,Ponderosa Pine
3177.0,177.66666666666666,Soil_Type24,Comanche Peak,Spruce/Fir
2472.0,249.0,Soil_Type3,Comanche Peak,Lodgepole Pine
2869.0,188.66666666666666,Soil_Type26,Comanche Peak,Lodgepole Pine
2852.0,173.0,Soil_Type11,Comanche Peak,Lodgepole Pine
2988.0,218.5,Soil_Type33,Comanche Peak,Lodgepole Pine
2199.0,183.0,Soil_Type10,Cache la Poudre,Ponderosa Pine
2679.0,210.33333333333334,Soil_Type3,Comanche Peak,Lodgepole Pine
3280.0,190.33333333333334,Soil_Type38,Rawah,Spruce/Fir
2695.0,225.0,Soil_Type12,Rawah,Lodgepole Pine
2554.0,181.0,Soil_Type6,Cache la Poudre,Lodgepole Pine
3037.0,212.33333333333334,Soil_Type29,Rawah,Spruce/Fir
2968.0,197.66666666666666,Soil_Type29,Rawah,Lodgepole Pine
3071.0,238.0,Soil_Type21,Comanche Peak,Spruce/Fir
3397.0,202.33333333333334,Soil_Type32,Neota,Spruce/Fir
3405.0,177.0,Soil_Type39,Comanche Peak,Krummholz
2151.0,145.5,Soil_Type10,Cache la Poudre,Douglas-fir
3160.0,167.0,Soil_Type23,Neota,Spruce/Fir
2277.0,153.0,Soil_Type10,Cache la Poudre,Douglas-fir
2788.0,149.0,Soil_Type12,Rawah,Spruce/Fir
2262.0,161.5,Soil_Type10,Cache la Poudre,Douglas-fir
3341.0,216.0,Soil_Type32,Comanche Peak,Spruce/Fir
3157.0,125.0,Soil_Type23,Neota,Lodgepole Pine
3166.0,236.5,Soil_Type29,Rawah,Lodgepole Pine
2991.0,189.0,Soil_Type29,Rawah,Lodgepole Pine
2857.0,204.5,Soil_Type22,Comanche Peak,Spruce/Fir
2981.0,195.0,Soil_Type33,Comanche Peak,Lodgepole Pine
2928.0,194.66666666666666,Soil_Type32,Comanche Peak,Lodgepole Pine
3162.0,205.0,Soil_Type29,Rawah,Spruce/Fir
3343.0,216.5,Soil_Type38,Comanche Peak,Krummholz
2750.0,237.0,Soil_Type10,Comanche Peak,Lodgepole Pine
3223.0,179.66666666666666,Soil_Type39,Comanche Peak,Spruce/Fir
2754.0,227.5,Soil_Type13,Comanche Peak,Lodgepole Pine
3121.0,161.33333333333334,Soil_Type33,Comanche Peak,Spruce/Fir
2958.0,178.0,Soil_Type31,Comanche Peak,Lodgepole Pine
3133.0,206.33333333333334,Soil_Type32,Comanche Peak,Spruce/Fir
3007.0,212.5,Soil_Type24,Comanche Peak,Spruce/Fir
2546.0,175.0,Soil_Type10,Comanche Peak,Lodgepole Pine
3220.0,181.0,Soil_Type33,Comanche Peak,Spruce/Fir
3388.0,206.5,Soil_Type39,Comanche Peak,Krummholz
3004.0,153.5,Soil_Type33,Comanche Peak,Lodgepole Pine
2693.0,191.33333333333334,Soil_Type10,Comanche Peak,Lodgepole Pine
2980.0,173.0,Soil_Type29,Rawah,Lodgepole Pine
2438.0,206.0,Soil_Type4,Comanche Peak,Ponderosa Pine
3216.0,201.0,Soil_Type22,Rawah,Spruce/Fir
2322.0,201.33333333333334,Soil_Type1,Cache la Poudre,Ponderosa Pine
2886.0,186.66666666666666,Soil_Type24,Rawah,Lodgepole Pine
2965.0,187.0,Soil_Type20,Rawah,Lodgepole Pine
3263.0,192.0,Soil_Type32,Comanche Peak,Lodgepole Pine
3203.0,182.0,Soil_Type23,Rawah,Lodgepole Pine
3235.0,200.33333333333334,Soil_Type38,Rawah,Lodgepole Pine
3076.0,193.0,Soil_Type31,Comanche Peak,Lodgepole Pine
2815.0,242.0,Soil_Type10,Comanche Peak,Lodgepole Pine
3266.0,206.33333333333334,Soil_Type32,Comanche Peak,Spruce/Fir
3101.0,208.5,Soil_Type22,Neota,Spruce/Fir
3266.0,193.0,Soil_Type32,Comanche Peak,Spruce/Fir
2623.0,180.66666666666666,Soil_Type29,Rawah,Lodgepole Pine
2844.0,197.66666666666666,Soil_Type30,Rawah,Lodgepole Pine
3610.0,225.0,Soil_Type40,Rawah,Spruce/Fir
3209.0,210.0,Soil_Type31,Comanche Peak,Spruce/Fir
3195.0,200.0,Soil_Type39,Comanche Peak,Spruce/Fir
2388.0,137.0,Soil_Type4,Cache la Poudre,Ponderosa Pine
2814.0,197.66666666666666,Soil_Type12,Rawah,Lodgepole Pine
3265.0,203.33333333333334,Soil_Type22,Rawah,Spruce/Fir
3104.0,162.5,Soil_Type29,Rawah,Spruce/Fir
3224.0,228.5,Soil_Type39,Rawah,Spruce/Fir
2816.0,203.5,Soil_Type30,Rawah,Spruce/Fir
2763.0,199.33333333333334,Soil_Type20,Comanche Peak,Spruce/Fir
2556.0,210.5,Soil_Type11,Comanche Peak,Lodgepole Pine
3231.0,211.0,Soil_Type29,Rawah,Lodgepole Pine
3130.0,210.0,Soil_Type23,Comanche Peak,Spruce/Fir
3205.0,202.33333333333334,Soil_Type23,Rawah,Krummholz
2790.0,213.0,Soil_Type28,Comanche Peak,Lodgepole Pine
3244.0,197.0,Soil_Type22,Rawah,Spruce/Fir
3397.0,201.66666666666666,Soil_Type39,Rawah,Spruce/Fir
2831.0,164.0,Soil_Type11,Comanche Peak,Lodgepole Pine
3264.0,171.5,Soil_Type32,Neota,Lodgepole Pine
3219.0,207.33333333333334,Soil_Type38,Rawah,Spruce/Fir
2909.0,209.5,Soil_Type16,Rawah,Lodgepole Pine
6704.0,164.5,Soil_Type10,Comanche Peak,Lodgepole Pine
3185.0,232.0,Soil_Type23,Comanche Peak,Spruce/Fir
2987.0,174.0,Soil_Type29,Rawah,Lodgepole Pine
2968.0,194.0,Soil_Type29,Rawah,Lodgepole Pine
3109.0,235.5,Soil_Type23,Comanche Peak,Lodgepole Pine
3152.0,229.0,Soil_Type23,Comanche Peak,Spruce/Fir
2798.0,223.0,Soil_Type23,Rawah,Lodgepole Pine
2351.0,154.66666666666666,Soil_Type10,Comanche Peak,Douglas-fir
2832.0,183.5,Soil_Type29,Rawah,Lodgepole Pine
3412.0,208.0,Soil_Type39,Rawah,Spruce/Fir
3218.0,190.0,Soil_Type22,Rawah,Spruce/Fir
2958.0,201.33333333333334,Soil_Type32,Comanche Peak,Lodgepole Pine
2891.0,197.5,Soil_Type29,Rawah,Lodgepole Pine
3258.0,237.0,Soil_Type23,Rawah,Spruce/Fir
6704.0,211.0,Soil_Type31,Comanche Peak,Lodgepole Pine
3234.0,248.0,Soil_Type31,Comanche Peak,Spruce/Fir
3310.0,213.0,Soil_Type32,Neota,Spruce/Fir
3204.0,158.5,Soil_Type23,Neota,Spruce/Fir
2873.0,202.66666666666666,Soil_Type12,Rawah,Lodgepole Pine
2876.0,147.0,Soil_Type24,Rawah,Lodgepole Pine
2838.0,199.33333333333334,Soil_Type10,Comanche Peak,Lodgepole Pine
3523.0,210.33333333333334,Soil_Type40,Rawah,Spruce/Fir
3276.0,193.0,Soil_Type32,Neota,Spruce/Fir
2770.0,227.0,Soil_Type4,Comanche Peak,Lodgepole Pine
3164.0,218.0,Soil_Type32,Comanche Peak,Lodgepole Pine
2816.0,178.0,Soil_Type29,Rawah,Lodgepole Pine
3040.0,209.0,Soil_Type23,Comanche Peak,Spruce/Fir
3324.0,195.0,Soil_Type32,Comanche Peak,Spruce/Fir
3044.0,211.5,Soil_Type29,Rawah,Spruce/Fir
3088.0,199.5,Soil_Type31,Comanche Peak,Spruce/Fir
2787.0,250.0,Soil_Type10,Comanche Peak,Ponderosa Pine
3093.0,211.33333333333334,Soil_Type32,Comanche Peak,Lodgepole Pine
3110.0,224.0,Soil_Type22,Neota,Lodgepole Pine
2677.0,192.33333333333334,Soil_Type4,Comanche Peak,Ponderosa Pine
2889.0,235.5,Soil_Type33,Comanche Peak,Lodgepole Pine
2919.0,186.66666666666666,Soil_Type24,Rawah,Lodgepole Pine
3223.0,204.33333333333334,Soil_Type22,Rawah,Spruce/Fir
2950.0,194.33333333333334,Soil_Type23,Rawah,Spruce/Fir
3142.0,181.0,Soil_Type30,Rawah,Spruce/Fir
3062.0,239.0,Soil_Type23,Neota,Spruce/Fir
2945.0,206.33333333333334,Soil_Type24,Rawah,Lodgepole Pine
3350.0,191.66666666666666,Soil_Type38,Rawah,Spruce/Fir
3324.0,180.0,Soil_Type40,Neota,Spruce/Fir
3226.0,214.0,Soil_Type23,Rawah,Spruce/Fir
3109.0,213.0,Soil_Type30,Rawah,Lodgepole Pine
2976.0,208.33333333333334,Soil_Type32,Comanche Peak,Lodgepole Pine
2549.0,131.5,Soil_Type11,Comanche Peak,Douglas-fir
3295.0,206.33333333333334,Soil_Type22,Rawah,Spruce/Fir
2204.0,201.0,Soil_Type5,Cache la Poudre,Ponderosa Pine
3265.0,221.0,Soil_Type33,Neota,Lodgepole Pine
2952.0,238.0,Soil_Type13,Comanche Peak,Aspen
3280.0,189.0,Soil_Type39,Rawah,Spruce/Fir
2942.0,202.0,Soil_Type30,Rawah,Lodgepole Pine
2768.0,161.66666666666666,Soil_Type30,Rawah,Aspen
2870.0,213.0,Soil_Type23,Comanche Peak,Spruce/Fir
2968.0,187.0,Soil_Type29,Rawah,Lodgepole Pine
2393.0,122.5,Soil_Type3,Comanche Peak,Ponderosa Pine
2765.0,191.5,Soil_Type13,Comanche Peak,Spruce/Fir
2645.0,225.5,Soil_Type12,Rawah,Lodgepole Pine
2989.0,191.0,Soil_Type19,Comanche Peak,Spruce/Fir
3269.0,186.33333333333334,Soil_Type38,Comanche Peak,Krummholz
2861.0,226.0,Soil_Type13,Comanche Peak,Aspen
2978.0,190.0,Soil_Type32,Comanche Peak,Lodgepole Pine
3147.0,204.5,Soil_Type32,Comanche Peak,Spruce/Fir
3449.0,168.0,Soil_Type40,Rawah,Spruce/Fir
2919.0,229.0,Soil_Type29,Rawah,Spruce/Fir
3054.0,212.33333333333334,Soil_Type29,Rawah,Lodgepole Pine
2542.0,199.33333333333334,Soil_Type6,Cache la Poudre,Lodgepole Pine
2643.0,205.0,Soil_Type33,Comanche Peak,Lodgepole Pine
3204.0,238.0,Soil_Type22,Rawah,Lodgepole Pine
3191.0,188.33333333333334,Soil_Type23,Rawah,Spruce/Fir
2768.0,211.66666666666666,Soil_Type4,Comanche Peak,Lodgepole Pine
3243.0,192.0,Soil_Type39,Comanche Peak,Spruce/Fir
3232.0,142.0,Soil_Type33,Comanche Peak,Spruce/Fir
2754.0,240.0,Soil_Type10,Comanche Peak,Lodgepole Pine
2814.0,188.5,Soil_Type12,Rawah,Spruce/Fir
3178.0,202.66666666666666,Soil_Type23,Rawah,Spruce/Fir
3242.0,247.0,Soil_Type23,Neota,Spruce/Fir
3093.0,154.5,Soil_Type29,Rawah,Lodgepole Pine
3342.0,163.0,Soil_Type39,Rawah,Spruce/Fir
3013.0,203.33333333333334,Soil_Type23,Comanche Peak,Spruce/Fir
2712.0,195.33333333333334,Soil_Type12,Rawah,Lodgepole Pine
